,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.03,0.01,0.04,0.05,0.04,0.01,0.02,0.01,0.11,0.04,0.06,0.13,0.04,0.15,0.02,0.09,0.07,0.06,0.02,0.26266670532,0.00583427816241,45.0212859258
1,0.16,0.07,0.02,0.05,0.03,0.02,0.03,0.01,0.02,0.03,0.01,0.02,0.2,0.01,0.01,0.06,0.03,0.09,0.13,0.119075602332,0.00735844942238,16.1821595145
2,0.16,0.09,0.05,0.04,0.04,0.02,0.04,0.07,0.04,0.01,0.04,0.14,0.01,0.02,0.02,0.02,0.03,0.14,0.02,0.267625991446,0.00615584283493,43.4751176438
3,0.06,0.06,0.01,0.02,0.02,0.05,0.04,0.01,0.01,0.04,0.08,0.03,0.04,0.02,0.24,0.04,0.08,0.06,0.09,0.221831707095,0.00622515921839,35.6347041598
4,0.13,0.02,0.04,0.14,0.07,0.01,0.01,0.02,0.01,0.06,0.08,0.04,0.05,0.06,0.11,0.03,0.01,0.07,0.04,0.18528921558,0.00641330254835,28.8913885137
5,0.07,0.03,0.02,0.15,0.06,0.13,0.06,0.06,0.04,0.02,0.12,0.07,0.02,0.04,0.01,0.02,0.04,0.01,0.03,0.21948012457,0.00665302124456,32.9895421196
6,0.05,0.03,0.11,0.02,0.02,0.01,0.03,0.06,0.06,0.01,0.04,0.24,0.03,0.04,0.03,0.06,0.04,0.05,0.07,0.369104449687,0.00744958611049,49.5469740483
7,0.02,0.06,0.01,0.01,0.06,0.03,0.05,0.12,0.07,0.03,0.05,0.04,0.1,0.09,0.12,0.01,0.06,0.01,0.06,0.200374337487,0.00608459215272,32.9314327826
8,0.04,0.01,0.05,0.02,0.05,0.01,0.09,0.01,0.03,0.17,0.01,0.18,0.02,0.02,0.03,0.06,0.05,0.04,0.11,0.35649427701,0.00678494196457,52.5419788218
9,0.2,0.01,0.05,0.13,0.02,0.02,0.09,0.02,0.03,0.05,0.06,0.03,0.05,0.03,0.12,0.04,0.02,0.01,0.02,0.224711629817,0.00633515678029,35.4705712282
10,0.05,0.07,0.02,0.02,0.1,0.09,0.05,0.17,0.15,0.04,0.01,0.02,0.03,0.03,0.03,0.01,0.05,0.05,0.01,0.200969991589,0.00529234924424,37.9736828229
11,0.01,0.18,0.02,0.03,0.02,0.12,0.04,0.01,0.02,0.05,0.15,0.03,0.02,0.04,0.04,0.01,0.12,0.02,0.07,0.202844774515,0.00593854729462,34.1573055583
12,0.05,0.09,0.01,0.05,0.1,0.04,0.02,0.01,0.05,0.02,0.06,0.19,0.04,0.02,0.07,0.08,0.01,0.04,0.05,0.360660413698,0.00706792008213,51.0278001884
13,0.06,0.04,0.03,0.03,0.01,0.08,0.01,0.1,0.09,0.01,0.01,0.01,0.18,0.13,0.04,0.08,0.01,0.06,0.02,0.112355069035,0.00626832168778,17.924266595
14,0.16,0.02,0.05,0.01,0.02,0.06,0.02,0.04,0.08,0.08,0.12,0.02,0.02,0.02,0.03,0.01,0.07,0.15,0.02,0.171541145989,0.00551003356192,31.1325047409
15,0.05,0.2,0.01,0.07,0.02,0.01,0.01,0.06,0.01,0.04,0.21,0.04,0.07,0.03,0.01,0.12,0.02,0.01,0.01,0.206990986534,0.00627397061423,32.9920235943
16,0.04,0.02,0.03,0.15,0.02,0.05,0.1,0.02,0.03,0.03,0.06,0.03,0.18,0.07,0.02,0.01,0.06,0.01,0.07,0.127449710126,0.00721136750764,17.6734454306
17,0.14,0.06,0.02,0.12,0.01,0.01,0.1,0.02,0.01,0.01,0.04,0.02,0.05,0.04,0.02,0.03,0.07,0.1,0.13,0.130803175439,0.0064914378843,20.1501081534
18,0.05,0.04,0.01,0.13,0.05,0.02,0.05,0.04,0.06,0.01,0.05,0.02,0.02,0.04,0.19,0.03,0.07,0.08,0.04,0.176103270531,0.00588516968802,29.9232273438
19,0.01,0.01,0.03,0.04,0.03,0.23,0.01,0.07,0.01,0.01,0.13,0.05,0.03,0.05,0.02,0.01,0.13,0.12,0.01,0.162636543053,0.00616678906947,26.3729699883
20,0.01,0.15,0.05,0.05,0.02,0.07,0.01,0.13,0.01,0.01,0.06,0.02,0.02,0.06,0.06,0.05,0.12,0.09,0.01,0.14846443097,0.00526539969797,28.1962319075
21,0.05,0.11,0.01,0.07,0.02,0.09,0.05,0.02,0.04,0.11,0.06,0.07,0.04,0.01,0.06,0.03,0.06,0.06,0.04,0.22539608843,0.00577724492196,39.0144595693
22,0.07,0.04,0.01,0.12,0.03,0.01,0.12,0.01,0.04,0.01,0.1,0.01,0.03,0.16,0.09,0.11,0.02,0.01,0.01,0.202276781205,0.00549193545226,36.8316020761
23,0.03,0.02,0.05,0.02,0.06,0.07,0.02,0.03,0.02,0.03,0.11,0.02,0.03,0.12,0.21,0.04,0.01,0.08,0.03,0.210933640194,0.0058408418022,36.113568444
24,0.04,0.12,0.04,0.04,0.07,0.06,0.02,0.01,0.01,0.04,0.17,0.06,0.08,0.08,0.01,0.05,0.08,0.01,0.01,0.234045726463,0.00628413696327,37.2438932873
25,0.04,0.05,0.03,0.03,0.02,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.07,0.06,0.05,0.29,0.03,0.01,0.19,0.199485090583,0.00648709990206,30.751043393
26,0.01,0.03,0.09,0.01,0.04,0.04,0.02,0.16,0.03,0.03,0.02,0.11,0.1,0.06,0.08,0.02,0.05,0.08,0.02,0.22377005595,0.00656517695184,34.0843906556
27,0.01,0.01,0.26,0.04,0.04,0.02,0.07,0.13,0.01,0.02,0.05,0.06,0.09,0.07,0.03,0.05,0.01,0.01,0.02,0.236984527892,0.00683093536845,34.6928370873
28,0.04,0.04,0.1,0.02,0.04,0.04,0.1,0.07,0.13,0.2,0.01,0.02,0.01,0.01,0.02,0.06,0.01,0.04,0.04,0.244836217978,0.00507158261265,48.2760977545
29,0.05,0.01,0.04,0.02,0.01,0.07,0.01,0.06,0.06,0.02,0.18,0.06,0.04,0.03,0.03,0.1,0.03,0.04,0.14,0.209818214578,0.00691573231366,30.3392619988
