,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.05,0.1,0.04,0.08,0.01,0.03,0.02,0.04,0.02,0.04,0.02,0.02,0.03,0.25,0.04,0.09,0.03,0.04,0.05,0.481670827014,0.00900348579722,53.4982603253
1,0.21,0.03,0.02,0.04,0.07,0.01,0.02,0.03,0.13,0.03,0.02,0.07,0.04,0.02,0.06,0.04,0.04,0.04,0.08,0.719358667543,0.00928547252635,77.4714119826
2,0.06,0.04,0.04,0.02,0.08,0.1,0.07,0.02,0.06,0.06,0.03,0.09,0.08,0.05,0.01,0.03,0.01,0.11,0.04,0.680324795263,0.00878425200488,77.4482329156
3,0.02,0.01,0.03,0.02,0.03,0.03,0.02,0.05,0.16,0.03,0.08,0.01,0.07,0.14,0.1,0.08,0.06,0.03,0.03,0.590970690884,0.00851689733695,69.3880256511
4,0.02,0.03,0.05,0.01,0.02,0.01,0.11,0.11,0.1,0.01,0.01,0.08,0.15,0.07,0.06,0.04,0.05,0.02,0.05,0.684712016289,0.00910362819882,75.2130910155
5,0.03,0.03,0.11,0.01,0.07,0.11,0.05,0.05,0.04,0.01,0.04,0.03,0.09,0.08,0.03,0.11,0.02,0.01,0.08,0.673910507297,0.00930414112119,72.4312430905
6,0.08,0.02,0.03,0.01,0.02,0.07,0.18,0.02,0.04,0.09,0.01,0.01,0.04,0.12,0.07,0.04,0.12,0.02,0.01,0.525284655091,0.00867073818133,60.5813073934
7,0.02,0.07,0.04,0.04,0.06,0.04,0.04,0.02,0.04,0.05,0.02,0.02,0.06,0.06,0.18,0.06,0.12,0.03,0.03,0.61807086329,0.00894384288164,69.1057380446
8,0.02,0.05,0.04,0.01,0.11,0.03,0.06,0.17,0.02,0.02,0.07,0.07,0.01,0.02,0.18,0.03,0.05,0.02,0.02,0.595268502467,0.00985286403096,60.4157837352
9,0.14,0.04,0.01,0.01,0.05,0.02,0.05,0.04,0.12,0.06,0.11,0.01,0.01,0.03,0.06,0.07,0.08,0.02,0.07,0.6006535416,0.00896518753359,66.9984358219
10,0.02,0.02,0.08,0.04,0.03,0.07,0.17,0.03,0.03,0.09,0.03,0.06,0.04,0.02,0.04,0.04,0.01,0.08,0.1,0.592028195578,0.00904531602327,65.4513556027
11,0.09,0.1,0.04,0.01,0.01,0.03,0.06,0.06,0.14,0.04,0.01,0.03,0.03,0.01,0.02,0.01,0.24,0.05,0.02,0.443785608309,0.00847312838094,52.3756502152
12,0.01,0.1,0.08,0.04,0.04,0.08,0.05,0.07,0.02,0.01,0.01,0.06,0.03,0.04,0.06,0.03,0.2,0.03,0.04,0.487538265736,0.00922744018082,52.8357004957
13,0.08,0.01,0.06,0.13,0.1,0.05,0.01,0.07,0.02,0.05,0.09,0.02,0.04,0.04,0.01,0.02,0.16,0.03,0.01,0.582421983181,0.00957551603631,60.8240831066
14,0.03,0.02,0.01,0.05,0.03,0.06,0.04,0.08,0.01,0.02,0.02,0.09,0.09,0.09,0.06,0.01,0.05,0.12,0.12,0.670950329742,0.00907908401365,73.9006631873
15,0.05,0.07,0.02,0.14,0.01,0.02,0.02,0.05,0.02,0.03,0.09,0.01,0.09,0.08,0.01,0.15,0.02,0.09,0.03,0.604333813336,0.00901914151494,67.0056914325
16,0.06,0.03,0.23,0.02,0.05,0.01,0.05,0.01,0.01,0.1,0.01,0.04,0.02,0.13,0.03,0.06,0.08,0.03,0.03,0.49171740397,0.00975620895097,50.400458461
17,0.03,0.03,0.02,0.06,0.16,0.13,0.01,0.04,0.1,0.02,0.08,0.01,0.09,0.1,0.06,0.01,0.02,0.01,0.02,0.715106476562,0.00944335466036,75.7258942698
18,0.09,0.07,0.04,0.02,0.05,0.03,0.29,0.01,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.05,0.09,0.04,0.494450627227,0.00924744497799,53.4688909643
19,0.05,0.04,0.08,0.03,0.17,0.04,0.05,0.1,0.05,0.03,0.02,0.02,0.02,0.02,0.09,0.01,0.02,0.11,0.05,0.599554397567,0.00919694137558,65.1906294802
20,0.11,0.01,0.03,0.01,0.02,0.01,0.02,0.06,0.01,0.02,0.01,0.03,0.28,0.02,0.01,0.01,0.21,0.01,0.12,0.896574957673,0.00993300536619,90.2622040984
21,0.2,0.16,0.07,0.01,0.06,0.07,0.01,0.01,0.06,0.08,0.01,0.05,0.03,0.02,0.08,0.01,0.04,0.01,0.02,0.618547177866,0.00958197549717,64.553199708
22,0.11,0.08,0.01,0.06,0.02,0.03,0.1,0.05,0.06,0.02,0.03,0.02,0.1,0.01,0.03,0.13,0.03,0.07,0.04,0.654792694953,0.00879601538695,74.4419678852
23,0.04,0.14,0.07,0.03,0.09,0.05,0.09,0.02,0.1,0.03,0.01,0.06,0.01,0.11,0.02,0.08,0.02,0.02,0.01,0.506533797353,0.0090117236193,56.2083147188
24,0.03,0.05,0.19,0.02,0.04,0.03,0.01,0.01,0.05,0.02,0.14,0.05,0.05,0.08,0.15,0.01,0.02,0.01,0.04,0.597612968391,0.0104751061215,57.0507793868
25,0.03,0.04,0.04,0.12,0.08,0.01,0.07,0.2,0.01,0.03,0.06,0.01,0.02,0.03,0.04,0.04,0.11,0.05,0.01,0.472812981847,0.00942677873351,50.1563678552
26,0.06,0.05,0.07,0.05,0.03,0.03,0.05,0.02,0.03,0.01,0.07,0.02,0.03,0.03,0.04,0.27,0.02,0.07,0.05,0.610086492978,0.00879521201869,69.3657516932
27,0.12,0.02,0.01,0.1,0.04,0.1,0.06,0.02,0.01,0.02,0.06,0.02,0.01,0.11,0.11,0.04,0.03,0.07,0.05,0.598172068635,0.00943405718486,63.4056013138
28,0.02,0.04,0.03,0.02,0.05,0.19,0.07,0.06,0.01,0.09,0.05,0.05,0.01,0.15,0.04,0.02,0.04,0.05,0.01,0.517962828402,0.00897293291686,57.7250307343
29,0.06,0.02,0.01,0.06,0.02,0.02,0.06,0.01,0.03,0.1,0.02,0.15,0.07,0.01,0.04,0.07,0.03,0.2,0.02,0.677543735053,0.00854241589717,79.3152362527
30,0.11,0.04,0.01,0.03,0.01,0.01,0.03,0.04,0.06,0.02,0.08,0.01,0.03,0.03,0.2,0.02,0.02,0.13,0.12,0.630493970136,0.00926652363002,68.039967879
31,0.02,0.03,0.02,0.04,0.01,0.09,0.3,0.04,0.01,0.09,0.01,0.06,0.02,0.02,0.01,0.03,0.04,0.06,0.1,0.527977392899,0.0092801411021,56.8932505541
32,0.1,0.1,0.03,0.04,0.03,0.08,0.01,0.01,0.07,0.04,0.01,0.05,0.06,0.01,0.14,0.08,0.07,0.05,0.02,0.655751293064,0.00897131467688,73.0942249472
33,0.01,0.02,0.02,0.16,0.01,0.06,0.03,0.1,0.07,0.03,0.01,0.06,0.08,0.01,0.11,0.02,0.01,0.02,0.17,0.705894583578,0.00988502399951,71.410507816
34,0.03,0.11,0.01,0.11,0.03,0.03,0.02,0.09,0.03,0.03,0.01,0.02,0.12,0.07,0.03,0.02,0.05,0.06,0.13,0.640214960872,0.00928379436034,68.9604849076
35,0.08,0.01,0.01,0.18,0.05,0.06,0.02,0.09,0.04,0.01,0.02,0.02,0.11,0.06,0.01,0.12,0.03,0.06,0.02,0.686286844491,0.00923888452023,74.2824356109
36,0.05,0.01,0.02,0.01,0.14,0.03,0.01,0.12,0.11,0.01,0.05,0.09,0.17,0.01,0.06,0.03,0.06,0.01,0.01,0.843133053792,0.00954137193647,88.3660189966
37,0.09,0.05,0.08,0.07,0.01,0.01,0.02,0.08,0.03,0.09,0.18,0.02,0.01,0.06,0.01,0.05,0.08,0.02,0.04,0.502445749106,0.00976086313433,51.4755449586
38,0.06,0.01,0.02,0.1,0.04,0.13,0.02,0.02,0.02,0.02,0.2,0.06,0.01,0.02,0.09,0.07,0.02,0.06,0.03,0.645441897378,0.0101370501246,63.6715700767
39,0.01,0.03,0.08,0.14,0.04,0.07,0.02,0.03,0.01,0.04,0.04,0.05,0.03,0.01,0.12,0.02,0.16,0.01,0.09,0.600149512816,0.00987131792732,60.7973035855
40,0.02,0.06,0.04,0.07,0.08,0.06,0.11,0.03,0.14,0.04,0.11,0.02,0.04,0.01,0.07,0.01,0.02,0.02,0.05,0.593898824371,0.00929606318391,63.8871329316
41,0.01,0.08,0.09,0.06,0.03,0.11,0.02,0.01,0.05,0.01,0.11,0.06,0.07,0.05,0.01,0.04,0.04,0.1,0.05,0.582036228601,0.00934154857552,62.3061823096
42,0.09,0.05,0.1,0.08,0.05,0.01,0.03,0.06,0.02,0.02,0.13,0.06,0.08,0.03,0.02,0.07,0.01,0.08,0.01,0.636987962105,0.00975781282367,65.2797889872
43,0.11,0.07,0.18,0.05,0.12,0.01,0.05,0.02,0.05,0.03,0.04,0.02,0.08,0.01,0.04,0.05,0.03,0.01,0.03,0.660166925542,0.010011017332,65.9440398165
44,0.04,0.05,0.01,0.09,0.14,0.03,0.07,0.01,0.09,0.03,0.12,0.02,0.01,0.22,0.01,0.01,0.02,0.02,0.01,0.538658906354,0.00938814918391,57.3764749368
45,0.07,0.06,0.05,0.01,0.09,0.03,0.04,0.01,0.11,0.05,0.03,0.05,0.01,0.14,0.02,0.17,0.01,0.01,0.04,0.599331135554,0.00864390543227,69.3356886248
46,0.02,0.08,0.03,0.01,0.15,0.01,0.02,0.06,0.05,0.03,0.12,0.07,0.17,0.03,0.01,0.02,0.07,0.01,0.04,0.805980511448,0.00973173409596,82.8198246582
47,0.06,0.04,0.03,0.1,0.04,0.04,0.08,0.09,0.03,0.04,0.05,0.08,0.02,0.04,0.15,0.03,0.01,0.06,0.01,0.59519583838,0.00957053510488,62.1904451379
48,0.02,0.03,0.04,0.01,0.1,0.05,0.05,0.03,0.02,0.09,0.03,0.06,0.32,0.03,0.03,0.04,0.02,0.01,0.02,1.00618667119,0.00998065899752,100.813650826
49,0.09,0.05,0.02,0.02,0.06,0.04,0.01,0.01,0.07,0.01,0.08,0.07,0.12,0.1,0.11,0.08,0.03,0.01,0.02,0.772265854802,0.00933960619779,82.6871967027
50,0.01,0.05,0.01,0.17,0.03,0.04,0.03,0.02,0.2,0.08,0.14,0.03,0.02,0.04,0.01,0.03,0.05,0.01,0.03,0.533048480576,0.00922743122512,57.7678085668
51,0.02,0.09,0.01,0.01,0.01,0.03,0.04,0.02,0.05,0.27,0.07,0.01,0.05,0.08,0.07,0.08,0.02,0.01,0.06,0.597268770184,0.00827049150014,72.2168410637
52,0.1,0.01,0.02,0.03,0.01,0.06,0.06,0.06,0.14,0.03,0.01,0.05,0.07,0.07,0.01,0.13,0.01,0.01,0.12,0.684881867431,0.00868856583349,78.8256520761
53,0.03,0.03,0.02,0.02,0.17,0.3,0.02,0.01,0.07,0.01,0.05,0.02,0.01,0.1,0.03,0.05,0.02,0.03,0.01,0.643333183433,0.00975114187286,65.9751639162
54,0.03,0.01,0.07,0.07,0.04,0.09,0.01,0.02,0.09,0.01,0.02,0.16,0.1,0.02,0.06,0.08,0.08,0.02,0.02,0.754150125623,0.00956167518725,78.872175728
55,0.01,0.01,0.03,0.09,0.01,0.01,0.1,0.04,0.01,0.08,0.03,0.1,0.03,0.14,0.16,0.05,0.03,0.05,0.02,0.591133790683,0.00924407145523,63.9473411198
