,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.04,0.02,0.01,0.03,0.03,0.08,0.01,0.04,0.12,0.2,0.03,0.14,0.03,0.02,0.09,0.05,0.01,0.02,0.03,0.164626509031,0.00617089946021,26.6778789856
1,0.05,0.01,0.01,0.14,0.06,0.04,0.12,0.11,0.01,0.03,0.02,0.01,0.05,0.05,0.01,0.1,0.06,0.06,0.06,0.0809147139686,0.00640889837644,12.6253701051
2,0.03,0.06,0.05,0.03,0.05,0.01,0.03,0.05,0.04,0.12,0.03,0.02,0.24,0.05,0.04,0.04,0.01,0.08,0.02,0.0675748448147,0.00567542171663,11.9065768481
3,0.1,0.02,0.01,0.02,0.13,0.05,0.01,0.02,0.14,0.07,0.01,0.01,0.07,0.13,0.08,0.06,0.01,0.05,0.01,0.107502468837,0.0062312182774,17.2522392976
4,0.07,0.03,0.06,0.04,0.13,0.05,0.01,0.06,0.04,0.03,0.09,0.15,0.03,0.03,0.07,0.06,0.01,0.01,0.03,0.181695167552,0.00585079693825,31.0547724473
5,0.06,0.01,0.01,0.09,0.02,0.05,0.05,0.02,0.03,0.05,0.04,0.07,0.02,0.01,0.01,0.02,0.13,0.03,0.28,0.0964725196582,0.0078854241027,12.2342842188
6,0.16,0.04,0.01,0.01,0.05,0.02,0.08,0.04,0.02,0.06,0.04,0.03,0.01,0.12,0.11,0.07,0.04,0.04,0.05,0.12491611324,0.00542249701805,23.0366402829
7,0.01,0.01,0.11,0.02,0.11,0.04,0.09,0.04,0.08,0.04,0.03,0.01,0.03,0.11,0.14,0.05,0.04,0.01,0.03,0.128644448955,0.0058172713688,22.1142251753
8,0.18,0.01,0.03,0.1,0.01,0.04,0.04,0.03,0.1,0.03,0.05,0.02,0.06,0.02,0.08,0.02,0.05,0.1,0.03,0.0853687090894,0.00578949946792,14.7454386277
9,0.04,0.01,0.01,0.08,0.07,0.08,0.02,0.02,0.08,0.04,0.05,0.01,0.04,0.11,0.04,0.01,0.12,0.11,0.06,0.0663450893878,0.00612274396102,10.8358425259
10,0.09,0.02,0.12,0.08,0.09,0.02,0.08,0.02,0.04,0.04,0.06,0.01,0.06,0.04,0.09,0.01,0.03,0.07,0.03,0.106820628506,0.00558816610239,19.1155070463
11,0.06,0.01,0.05,0.02,0.13,0.09,0.03,0.01,0.23,0.02,0.01,0.06,0.04,0.03,0.04,0.07,0.03,0.01,0.06,0.145132717909,0.00751281977426,19.3180087197
12,0.03,0.01,0.04,0.03,0.01,0.08,0.04,0.06,0.09,0.16,0.02,0.01,0.18,0.02,0.01,0.03,0.09,0.07,0.02,0.0670817913755,0.00616505177073,10.8809777874
13,0.06,0.19,0.02,0.01,0.04,0.02,0.03,0.03,0.06,0.03,0.02,0.09,0.04,0.05,0.04,0.04,0.04,0.09,0.1,0.113076305576,0.00602140947179,18.7790426985
14,0.02,0.05,0.01,0.04,0.05,0.07,0.02,0.01,0.13,0.02,0.03,0.16,0.07,0.07,0.04,0.02,0.06,0.1,0.03,0.132834654669,0.00585583800333,22.6841409535
