,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.05,0.05,0.03,0.04,0.01,0.02,0.19,0.04,0.02,0.05,0.01,0.04,0.04,0.01,0.26,0.01,0.01,0.11,0.01,0.189423816954,0.0094260156579,20.0958521425
1,0.01,0.01,0.04,0.01,0.1,0.06,0.06,0.02,0.07,0.08,0.06,0.05,0.02,0.02,0.08,0.01,0.02,0.24,0.04,0.18558107573,0.00830131723361,22.3556178505
2,0.01,0.07,0.02,0.01,0.02,0.04,0.02,0.06,0.16,0.2,0.09,0.05,0.04,0.01,0.08,0.03,0.03,0.05,0.01,0.187182776496,0.00822331230071,22.7624550365
3,0.03,0.2,0.04,0.02,0.03,0.01,0.22,0.03,0.02,0.05,0.09,0.08,0.02,0.04,0.02,0.03,0.04,0.01,0.02,0.1523554434,0.0100029934277,15.2309850548
4,0.02,0.04,0.01,0.1,0.01,0.06,0.13,0.08,0.06,0.01,0.06,0.15,0.01,0.02,0.01,0.11,0.02,0.05,0.05,0.193758585343,0.00945139565348,20.5005263188
5,0.17,0.03,0.08,0.1,0.09,0.02,0.06,0.04,0.01,0.11,0.02,0.01,0.08,0.05,0.05,0.04,0.01,0.01,0.02,0.223975956949,0.00958971153957,23.3558596653
6,0.05,0.07,0.02,0.01,0.11,0.04,0.01,0.04,0.01,0.09,0.13,0.02,0.02,0.04,0.05,0.07,0.03,0.04,0.15,0.214288611552,0.00937401372256,22.8598568228
7,0.11,0.11,0.02,0.05,0.03,0.06,0.03,0.03,0.1,0.01,0.02,0.07,0.01,0.04,0.04,0.07,0.17,0.01,0.02,0.175912301679,0.00899366373325,19.559581823
8,0.04,0.04,0.04,0.16,0.04,0.08,0.03,0.04,0.08,0.02,0.07,0.09,0.06,0.03,0.09,0.03,0.01,0.01,0.04,0.219371580419,0.00992413504663,22.1048564321
9,0.01,0.08,0.04,0.08,0.18,0.03,0.03,0.03,0.01,0.15,0.04,0.01,0.09,0.03,0.05,0.02,0.01,0.02,0.09,0.23377892556,0.00925867326842,25.2497219399
10,0.09,0.02,0.02,0.03,0.03,0.06,0.05,0.04,0.06,0.02,0.03,0.03,0.02,0.02,0.06,0.04,0.02,0.12,0.24,0.210974355224,0.00929289177678,22.7027668342
11,0.03,0.04,0.02,0.05,0.07,0.02,0.04,0.03,0.01,0.06,0.01,0.05,0.03,0.19,0.07,0.03,0.13,0.03,0.09,0.184461397363,0.00890246156079,20.7202688945
12,0.01,0.03,0.01,0.17,0.04,0.03,0.03,0.06,0.02,0.01,0.08,0.07,0.1,0.04,0.01,0.05,0.1,0.09,0.05,0.206926590855,0.0094905683457,21.8033929389
13,0.1,0.18,0.03,0.16,0.04,0.03,0.04,0.06,0.02,0.03,0.02,0.03,0.07,0.02,0.04,0.02,0.08,0.02,0.01,0.179534959711,0.00993364565898,18.0734209649
14,0.02,0.01,0.01,0.06,0.01,0.02,0.11,0.11,0.03,0.01,0.07,0.01,0.08,0.08,0.02,0.13,0.09,0.11,0.02,0.175455196366,0.00845349284651,20.7553492447
15,0.05,0.01,0.01,0.04,0.14,0.02,0.03,0.01,0.04,0.09,0.04,0.06,0.01,0.05,0.01,0.04,0.18,0.1,0.07,0.197650772027,0.00854743105359,23.1239972323
16,0.02,0.04,0.04,0.02,0.05,0.06,0.16,0.03,0.03,0.1,0.05,0.03,0.09,0.05,0.01,0.02,0.05,0.1,0.05,0.191969737323,0.00859101557487,22.3454067391
17,0.05,0.01,0.03,0.01,0.17,0.04,0.13,0.06,0.03,0.01,0.02,0.09,0.02,0.01,0.1,0.04,0.12,0.05,0.01,0.211148405618,0.00943593645556,22.3770482784
18,0.07,0.07,0.15,0.06,0.06,0.06,0.02,0.01,0.04,0.03,0.06,0.06,0.08,0.01,0.02,0.05,0.05,0.04,0.06,0.206711954416,0.00977415895586,21.1488226608
19,0.01,0.02,0.06,0.02,0.02,0.01,0.03,0.01,0.1,0.19,0.05,0.06,0.06,0.06,0.1,0.03,0.06,0.1,0.01,0.192573545601,0.00821065460664,23.4541038232
20,0.01,0.04,0.11,0.12,0.01,0.03,0.01,0.02,0.2,0.01,0.01,0.02,0.04,0.02,0.08,0.03,0.02,0.05,0.17,0.188440082733,0.00933515635528,20.1860660455
21,0.02,0.03,0.01,0.08,0.1,0.07,0.03,0.05,0.01,0.15,0.02,0.04,0.01,0.25,0.02,0.05,0.03,0.01,0.02,0.181276952517,0.0088302789181,20.5290177352
22,0.14,0.02,0.06,0.02,0.11,0.04,0.09,0.01,0.02,0.04,0.01,0.02,0.07,0.03,0.06,0.02,0.02,0.01,0.21,0.247101512518,0.00995184380339,24.829721748
23,0.03,0.02,0.08,0.16,0.04,0.08,0.01,0.06,0.02,0.01,0.08,0.01,0.11,0.02,0.01,0.08,0.06,0.1,0.02,0.202255901428,0.00944598917419,21.4118286289
24,0.19,0.02,0.05,0.03,0.08,0.04,0.02,0.03,0.02,0.03,0.03,0.01,0.09,0.03,0.01,0.15,0.02,0.05,0.1,0.245398106499,0.00925621948514,26.5116991762
25,0.18,0.01,0.13,0.03,0.13,0.07,0.01,0.02,0.06,0.01,0.13,0.01,0.02,0.02,0.02,0.05,0.06,0.01,0.03,0.211496900027,0.0102246320839,20.6850376904
26,0.02,0.05,0.04,0.08,0.03,0.01,0.1,0.08,0.02,0.05,0.09,0.06,0.01,0.13,0.06,0.04,0.06,0.03,0.04,0.16472256805,0.00936405236266,17.590949054
27,0.04,0.02,0.01,0.08,0.02,0.02,0.01,0.09,0.03,0.02,0.01,0.07,0.02,0.2,0.07,0.14,0.04,0.01,0.1,0.193637291046,0.0090687847833,21.3520659794
28,0.05,0.05,0.02,0.11,0.04,0.03,0.12,0.01,0.01,0.03,0.1,0.03,0.03,0.11,0.06,0.01,0.06,0.12,0.01,0.168060407349,0.00926253919899,18.1440967469
29,0.04,0.24,0.05,0.03,0.01,0.07,0.07,0.04,0.02,0.03,0.04,0.04,0.05,0.09,0.03,0.01,0.05,0.01,0.08,0.156250506688,0.00972411109058,16.0683588692
