,agg,portfolioreturn,portfoliostandarddeviation,shy,spy,returnoverrisk
0,0.04,0.0366946641197,0.00223586150477,0.48,0.48,16.4118681061
1,0.52,0.0421153599777,0.00107848295038,0.06,0.42,39.0505570468
2,0.98,0.0244843510093,0.00172314352115,0.01,0.01,14.2091188046
3,0.89,0.0285673608815,0.00160646169261,0.01,0.1,17.7827837494
4,0.65,0.0349225957889,0.00122684093475,0.08,0.27,28.4654634515
5,0.19,0.0577339378067,0.000706776966201,0.05,0.76,81.6862186625
6,0.87,0.0249419049904,0.00149986882776,0.08,0.05,16.6293908699
7,0.4,0.0320183739924,0.00145194385095,0.3,0.3,22.0520745147
8,0.12,0.0149341563383,0.00357501153946,0.76,0.12,4.17737290451
9,0.05,0.0213475388392,0.00334974426814,0.71,0.24,6.37288614602
10,0.63,0.0183463072744,0.00174021421597,0.35,0.02,10.5425568335
11,0.02,0.0278888751793,0.00296752732592,0.63,0.35,9.39801798477
12,0.14,0.0476989856322,0.00113702056921,0.24,0.62,41.9508555287
13,0.2,0.0462720623132,0.00107595113913,0.22,0.58,43.0057282624
14,0.57,0.040494562791,0.00114699762806,0.05,0.38,35.304835686
15,0.16,0.0157096518087,0.00337027156604,0.72,0.12,4.66124212867
16,0.06,0.0578037440525,0.00074662621351,0.14,0.8,77.4199231243
17,0.2,0.0274933550091,0.00235377877422,0.51,0.29,11.6805178593
18,0.07,0.0443992436655,0.00157085183128,0.34,0.59,28.2644376646
19,0.66,0.029288594976,0.00127251316287,0.16,0.18,23.0163395009
20,0.05,0.0388311628809,0.00204259431133,0.44,0.51,19.0107074447
21,0.44,0.048334868611,0.00102148741089,0.02,0.54,47.3181246248
22,0.27,0.0282029304511,0.00207029446927,0.45,0.28,13.622666181
23,0.08,0.0607816583125,0.000621220963608,0.08,0.84,97.8422523918
24,0.02,0.0427823326963,0.00185785857154,0.4,0.58,23.0277661344
25,0.18,0.0109170664945,0.00365761936167,0.78,0.04,2.98474647442
26,0.84,0.0301881580682,0.00152592936859,0.02,0.14,19.7834570128
27,0.38,0.0173847103713,0.00248515193453,0.54,0.08,6.99543159906
28,0.44,0.0282610780445,0.00158263062361,0.33,0.23,17.8570271691
29,0.47,0.0366131992215,0.00112348496631,0.18,0.35,32.5889534078
30,0.45,0.0232746188628,0.00187039904562,0.4,0.15,12.4436648517
31,0.52,0.035639943666,0.0011312285152,0.16,0.32,31.5055209333
32,0.48,0.0361595314579,0.00113202210017,0.18,0.34,31.9424253754
33,0.33,0.0423170062803,0.00104270339841,0.19,0.48,40.5839343622
34,0.09,0.0473771579254,0.00130037726205,0.28,0.63,36.4333946062
35,0.62,0.0246278497185,0.00144249622695,0.26,0.12,17.0730773907
36,0.32,0.0149263839033,0.00286279411911,0.62,0.06,5.2139215334
37,0.34,0.0289125058932,0.00180646427391,0.39,0.27,16.0050250153
38,0.62,0.0233327664562,0.00150101466913,0.28,0.1,15.5446625114
39,0.22,0.0129876452273,0.00335742526373,0.72,0.06,3.86833487184
40,0.06,0.0364348702238,0.00218394990719,0.47,0.47,16.6830155324
41,0.63,0.0209364737991,0.00160230233888,0.31,0.06,13.0664939388
42,0.1,0.0631120309412,0.000625726858846,0.03,0.87,100.861949665
43,0.04,0.0218012066027,0.00335260668179,0.71,0.25,6.50276297579
44,0.38,0.0193273352648,0.00234725449917,0.51,0.11,8.2340177734
45,0.51,0.0419214861101,0.00106167502378,0.07,0.42,39.4861753089
46,0.5,0.0384899040866,0.00107127617814,0.13,0.37,35.9290207998
47,0.47,0.0158918670239,0.00230858960482,0.5,0.03,6.8837990913
48,0.07,0.0372762857226,0.00208673785341,0.45,0.48,17.8634252796
49,0.27,0.053457054067,0.000789677960385,0.06,0.67,67.6947524797
50,0.14,0.0302153615905,0.00236143788335,0.51,0.35,12.7953234779
51,0.21,0.0412856031314,0.00135685995606,0.29,0.5,30.4273134062
52,0.44,0.0230807449952,0.00191054291749,0.41,0.15,12.0807257371
53,0.56,0.0428908554481,0.00116984270671,0.02,0.42,36.6637798417
54,0.64,0.0353762635525,0.0012146746727,0.08,0.28,29.1240645315
55,0.11,0.0490599889229,0.00113164051067,0.24,0.65,43.3529804389
56,0.3,0.0462681760957,0.000919262860467,0.15,0.55,50.3318235572
57,0.46,0.0312389923045,0.00137164185023,0.27,0.27,22.7748900336
58,0.2,0.0223130219597,0.00273463257594,0.59,0.21,8.15942227706
59,0.4,0.0423790400912,0.000985677749017,0.14,0.46,42.9948227333
60,0.48,0.0322742816708,0.00128737312228,0.24,0.28,25.0698737703
61,0.39,0.0175785842389,0.00243921595,0.53,0.08,7.20665353099
62,0.76,0.0266945422338,0.00135998331011,0.13,0.11,19.6285807593
63,0.39,0.0428327078547,0.000976446427098,0.14,0.47,43.8659066858
64,0.12,0.0505489460529,0.00101360964674,0.21,0.67,49.8702298418
65,0.29,0.0253529700305,0.00220830731549,0.48,0.23,11.4807254646
66,0.57,0.0327240632169,0.00119559766453,0.17,0.26,27.3704643191
67,0.07,0.0178500367873,0.00353972218565,0.75,0.18,5.04277902364
68,0.15,0.0122780697852,0.00366495473218,0.78,0.07,3.35012863253
69,0.46,0.0228209510992,0.00187280296793,0.4,0.14,12.1854522285
70,0.24,0.0146704762248,0.00316050943326,0.68,0.08,4.64180744739
71,0.43,0.0455508282187,0.000967675389343,0.07,0.5,47.0724260639
72,0.03,0.0520417894003,0.0011675937009,0.25,0.72,44.5718312459
73,0.24,0.0386295165783,0.00144648199123,0.31,0.45,26.7058399706
74,0.64,0.0211303476667,0.00157615018457,0.3,0.06,13.406303456
75,0.44,0.0463922437174,0.000988932646448,0.05,0.51,46.9114290888
76,0.39,0.0382999164365,0.00113955644852,0.21,0.4,33.6094947172
77,0.07,0.00813691231969,0.00427545392588,0.9,0.03,1.9031692215
78,0.33,0.0481448809608,0.000867784158437,0.1,0.57,55.4802487379
79,0.9,0.0268186098556,0.00158875840707,0.03,0.07,16.8802315923
80,0.04,0.0651864958914,0.000565586802576,0.04,0.92,115.254626866
81,0.01,0.0302851678364,0.00282409811597,0.6,0.39,10.7238369889
82,0.15,0.0614912337545,0.000686707879,0.02,0.83,89.5449661129
83,0.41,0.0263843731794,0.00177688741474,0.38,0.21,14.8486465493
84,0.32,0.0518362568803,0.000848693997672,0.05,0.63,61.0776758437
85,0.03,0.0462139147198,0.00157462093443,0.34,0.63,29.349231748
86,0.62,0.0175048917756,0.00180885922024,0.37,0.01,9.67731019624
87,0.02,0.0550856236886,0.000996740032805,0.21,0.77,55.2657883456
88,0.53,0.0313010261153,0.00126702167912,0.22,0.25,24.7044124274
89,0.15,0.0194010277281,0.00312973741988,0.67,0.18,6.19893145186
