curr_date,agg,spy,shy
2017-03-01,-0.00469827911152,0.0139974831314,-0.000781151443919
2017-03-02,-0.00185118208308,-0.0062973522872,-0.00106655760359
2017-03-03,0.000741782271025,0.000629591013457,0.000237279098932
2017-03-06,-0.000463249161061,-0.00297803622614,0.000237056021075
2017-03-07,-0.00129780958431,-0.00298679914583,-0.000355583133411
2017-03-08,-0.00241345595317,-0.00185650952432,-0.000830223435897
2017-03-09,-0.00307068545829,0.00126815122556,-0.00011864056916
2017-03-10,0.00149348430469,0.00350422631376,0.000593619094446
2017-03-13,-0.00167767843393,0.000504807099114,-0.000474682667336
2017-03-14,0.000373535332256,-0.00382662013348,-0.00011864056916
2017-03-15,0.005785674899,0.00865348691795,0.00189951192975
2017-03-16,-0.00111330221483,-0.0019670089378,-0.000711197118091
2017-03-17,0.00213629527952,-0.00175614288931,0.000474317965716
2017-03-20,0.00148296145366,-0.00109690960616,0.000592634228307
2017-03-21,0.00203613813177,-0.0128394959301,0.000473729001308
2017-03-22,0.00138534831114,0.00235315977045,0.000236829654003
2017-03-23,0.000276701299457,-0.0010671026937,0.0
2017-03-24,-0.000829874271083,-0.000726382887102,0.0
2017-03-27,0.00239949921902,-0.00102625128815,0.000354910657512
2017-03-28,-0.00230164486032,0.00727677114397,-0.000473129528299
2017-03-29,0.00221477177787,0.000934823305804,0.000591754292401
2017-03-30,-0.00184161578396,0.00318424317743,-0.000236495172446
2017-03-31,0.000737966203889,-0.00232759684468,0.000118192340523
2017-04-03,0.00371292818125,-0.00173924937548,0.000923662286673
2017-04-04,-0.000920081127241,0.000637377407711,-0.000354991753258
2017-04-05,0.00110528541708,-0.00297264334942,0.0
2017-04-06,-9.20023265478e-05,0.00281118699158,0.000236650171207
2017-04-07,-0.00220833339184,-0.0010194328773,-0.00130124424191
2017-04-10,0.00129104864397,0.000595278526994,0.000473911932442
2017-04-11,0.00285498011127,-0.00118978010523,0.000947172812601
2017-04-12,0.00220407464062,-0.00438187391721,0.000709710362855
2017-04-13,0.00128287646436,-0.00649490769716,0.000472891715036
