curr_date,agg,spy,shy
2017-03-01,-0.00469827911152,0.0139975387407,-0.00141972319284
2017-03-02,-0.00185118208308,-0.00629741849319,-0.001066398079
2017-03-03,0.000741782271025,0.000629512727082,0.000237267233715
2017-03-06,-0.000463249161061,-0.00297790036891,0.000237116085921
2017-03-07,-0.00129780958431,-0.00298686205499,-0.000355637234277
2017-03-08,-0.00241345595317,-0.00185654852321,-0.000830170777989
2017-03-09,-0.00307068545829,0.00126818989912,-0.00011871810089
2017-03-10,0.00149348430469,0.00350418389131,0.000593577886837
2017-03-13,-0.00167767843393,0.000504842437588,-0.00047456399959
2017-03-14,0.000373535332256,-0.00382660110026,-0.00011871810089
2017-03-15,0.005785674899,0.00865345315289,0.00189938276114
2017-03-16,-0.00111330221483,-0.00196694289977,-0.000710971547133
2017-03-17,0.00213629527952,-0.00608016196042,0.000474282687896
2017-03-20,0.00148296145366,-0.00109688647469,0.000592593052593
2017-03-21,0.00203613813177,-0.0128394980303,0.00047377709345
2017-03-22,0.00138534831114,0.00235315539046,0.000236734932678
2017-03-23,0.000276701299457,-0.0010670992021,0.0
2017-03-24,-0.000829874271083,-0.000726394055149,0.0
2017-03-27,0.00239949921902,-0.00102628067636,0.000355059778792
2017-03-28,-0.00230164486032,0.00727682576999,-0.000473189794363
2017-03-29,0.00221477177787,0.000934837640048,0.000591808691105
2017-03-30,-0.00184161578396,0.00318417263433,-0.000236566902124
2017-03-31,0.000737966203889,-0.00232759751277,0.000118270024417
2017-04-03,0.00371292818125,-0.00173921689702,0.000236677717819
2017-04-04,-0.000920081127241,0.000637377294545,-0.000354849771057
2017-04-05,0.00110528541708,-0.00297263891579,0.0
2017-04-06,-9.20023265478e-05,0.00281115513592,0.000236622879266
2017-04-07,-0.00220833339184,-0.00101938922002,-0.00130132498878
2017-04-10,0.00129104864397,0.00059523385113,0.000473833226104
2017-04-11,0.00285498011127,-0.00118975951712,0.000947217629022
2017-04-12,0.00220407464062,-0.0043818557337,0.000709687713394
2017-04-13,0.00128287646436,-0.00649491093661,0.00047282507028
2017-04-17,-0.000549167153824,0.00885988578685,-0.000118171078901
2017-04-18,0.00402903147211,-0.00298423489411,0.000827129888708
2017-04-19,-0.00155046601537,-0.00183859840592,-0.000472172389805
2017-04-20,-0.00155280907788,0.00813911062252,-0.000118143155297
2017-04-21,0.000274450758032,-0.00318687861285,0.000472533952214
2017-04-24,-0.0014633326817,0.0109979199625,-0.00106274646209
2017-04-25,-0.00329719171535,0.00581863225381,-0.000945638320228
2017-04-26,0.00128646597802,-0.000628836713953,0.000355016576728
2017-04-27,0.000917771348843,0.000838976531182,0.000354807793443
2017-04-28,0.00174203043731,-0.00217939642466,0.000472936853324
2017-05-01,-0.0025774763881,0.00252012346673,-0.00141813986936
2017-05-02,0.00137944909825,0.000377120004357,0.000355017751479
2017-05-03,-0.00101027225117,-0.00121459142749,-0.00070978351721
2017-05-04,-0.000827465291439,0.00117409847659,-0.000118408901167
2017-05-05,0.000184045828339,0.00393701633308,0.000355185891016
