,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.04,0.06,0.09,0.08,0.02,0.01,0.05,0.04,0.04,0.01,0.04,0.02,0.1,0.04,0.1,0.07,0.07,0.07,0.05,0.0874132977411,0.00567937515977,15.3913582537
1,0.03,0.02,0.01,0.01,0.15,0.03,0.06,0.01,0.08,0.07,0.09,0.02,0.05,0.01,0.15,0.06,0.02,0.02,0.11,0.145035550076,0.00658983207898,22.0089902653
2,0.03,0.01,0.14,0.02,0.03,0.05,0.06,0.09,0.03,0.04,0.02,0.01,0.08,0.02,0.03,0.04,0.05,0.04,0.21,0.0859009566138,0.00756036179052,11.3620166592
3,0.01,0.12,0.05,0.03,0.07,0.04,0.03,0.01,0.24,0.05,0.02,0.04,0.05,0.05,0.04,0.02,0.11,0.01,0.01,0.117854961459,0.00716884180621,16.4398887079
4,0.01,0.01,0.01,0.01,0.06,0.04,0.24,0.03,0.11,0.01,0.1,0.05,0.09,0.05,0.02,0.06,0.03,0.05,0.02,0.138277801422,0.00571984053261,24.1751147839
5,0.01,0.09,0.15,0.04,0.01,0.08,0.06,0.05,0.01,0.09,0.04,0.01,0.04,0.03,0.04,0.03,0.05,0.02,0.15,0.0983926136868,0.00665023477859,14.7953594065
6,0.06,0.07,0.13,0.01,0.05,0.08,0.01,0.01,0.01,0.01,0.14,0.06,0.04,0.01,0.06,0.07,0.1,0.06,0.02,0.136639623639,0.00571150010604,23.9235964461
7,0.13,0.02,0.08,0.01,0.01,0.05,0.05,0.02,0.07,0.1,0.09,0.02,0.01,0.03,0.01,0.14,0.02,0.07,0.07,0.124992512012,0.00658680091544,18.9762091821
8,0.01,0.03,0.04,0.1,0.01,0.13,0.19,0.09,0.03,0.09,0.02,0.08,0.01,0.04,0.01,0.03,0.02,0.02,0.05,0.133939833625,0.00585047859785,22.8938250751
9,0.06,0.13,0.01,0.04,0.02,0.01,0.05,0.01,0.04,0.05,0.07,0.02,0.04,0.19,0.03,0.08,0.01,0.09,0.05,0.0831451013111,0.00541101095825,15.3659088759
