,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.02,0.23,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.04,0.21,0.06,0.04,0.07,0.07,0.05,0.02,0.03,0.03,0.138975610071,0.00547451461134,25.3859236732
1,0.03,0.09,0.05,0.06,0.11,0.12,0.01,0.02,0.01,0.01,0.07,0.01,0.03,0.03,0.01,0.06,0.08,0.14,0.06,0.0915351568083,0.00608851438775,15.0340708716
2,0.04,0.05,0.01,0.09,0.01,0.1,0.1,0.05,0.04,0.02,0.05,0.03,0.02,0.02,0.17,0.13,0.05,0.01,0.01,0.139660316646,0.00547065623011,25.5289878894
3,0.03,0.13,0.09,0.05,0.04,0.03,0.03,0.01,0.04,0.13,0.04,0.01,0.11,0.06,0.03,0.1,0.03,0.03,0.01,0.110199199972,0.00562650820606,19.5857174531
4,0.03,0.08,0.06,0.01,0.1,0.02,0.02,0.22,0.26,0.01,0.02,0.01,0.04,0.01,0.03,0.04,0.01,0.02,0.01,0.116557972746,0.00888065821098,13.1249249748
5,0.01,0.01,0.04,0.03,0.06,0.11,0.11,0.06,0.02,0.01,0.04,0.12,0.1,0.04,0.05,0.02,0.01,0.08,0.08,0.138779908959,0.00548491603796,25.3021027119
6,0.18,0.04,0.03,0.01,0.08,0.04,0.01,0.02,0.02,0.1,0.07,0.02,0.01,0.04,0.07,0.13,0.08,0.04,0.01,0.147004251105,0.00598594479317,24.5582370343
7,0.03,0.01,0.13,0.03,0.01,0.02,0.19,0.09,0.01,0.06,0.01,0.01,0.11,0.02,0.05,0.08,0.08,0.05,0.01,0.116074912242,0.00581388428271,19.965122558
8,0.03,0.16,0.14,0.03,0.07,0.02,0.06,0.02,0.05,0.04,0.04,0.05,0.04,0.01,0.02,0.01,0.09,0.05,0.07,0.130962717415,0.00603643162728,21.6953865298
9,0.03,0.16,0.02,0.04,0.05,0.1,0.01,0.03,0.03,0.07,0.06,0.02,0.07,0.01,0.03,0.01,0.01,0.22,0.03,0.0726599212913,0.00563169230366,12.9019693146
10,0.01,0.06,0.07,0.04,0.03,0.01,0.08,0.05,0.15,0.02,0.1,0.05,0.11,0.03,0.07,0.02,0.06,0.03,0.01,0.123415151193,0.00603831568044,20.4386715973
