,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.06,0.04,0.01,0.03,0.04,0.12,0.08,0.04,0.01,0.04,0.05,0.03,0.05,0.19,0.01,0.02,0.07,0.04,0.07,0.100233466625,0.00528410053907,18.9688795441
1,0.02,0.08,0.03,0.01,0.18,0.05,0.05,0.01,0.06,0.14,0.07,0.02,0.06,0.09,0.01,0.01,0.04,0.03,0.04,0.135308272833,0.00610315519467,22.1702166367
2,0.01,0.01,0.06,0.01,0.07,0.04,0.03,0.02,0.02,0.03,0.06,0.02,0.04,0.23,0.03,0.02,0.01,0.11,0.18,0.079433592994,0.00645170549645,12.3120302124
3,0.08,0.08,0.03,0.05,0.04,0.07,0.03,0.1,0.02,0.09,0.02,0.05,0.17,0.01,0.03,0.01,0.03,0.04,0.05,0.0989886876882,0.00574540344177,17.2291969905
4,0.03,0.16,0.07,0.01,0.01,0.1,0.25,0.02,0.02,0.08,0.02,0.1,0.04,0.01,0.01,0.02,0.03,0.01,0.01,0.180545969673,0.00490512514939,36.8076173746
5,0.05,0.04,0.02,0.03,0.05,0.02,0.04,0.12,0.01,0.09,0.02,0.02,0.13,0.17,0.05,0.04,0.01,0.06,0.03,0.0840133302936,0.00572363040009,14.6783290361
6,0.02,0.05,0.02,0.07,0.1,0.02,0.08,0.03,0.03,0.02,0.04,0.2,0.01,0.01,0.07,0.1,0.09,0.01,0.03,0.212294830742,0.00580797002219,36.552328943
7,0.02,0.01,0.08,0.01,0.01,0.02,0.02,0.06,0.03,0.01,0.03,0.03,0.13,0.03,0.16,0.01,0.17,0.16,0.01,0.0785091405768,0.00579679923331,13.5435328044
8,0.2,0.03,0.06,0.03,0.01,0.03,0.07,0.09,0.06,0.01,0.03,0.02,0.02,0.05,0.01,0.09,0.07,0.06,0.06,0.115842877076,0.00632366054478,18.3189588143
9,0.03,0.03,0.11,0.04,0.02,0.01,0.02,0.03,0.02,0.06,0.18,0.01,0.02,0.01,0.18,0.04,0.02,0.09,0.08,0.118675041559,0.006220499592,19.0780563208
10,0.04,0.04,0.15,0.02,0.1,0.03,0.11,0.01,0.04,0.08,0.06,0.03,0.02,0.07,0.08,0.02,0.01,0.05,0.04,0.148176704546,0.00566493071362,26.1568432232
11,0.02,0.04,0.12,0.21,0.01,0.02,0.01,0.01,0.02,0.04,0.07,0.13,0.06,0.02,0.06,0.02,0.05,0.04,0.05,0.126110299201,0.00559341963338,22.5461895346
12,0.04,0.02,0.04,0.15,0.02,0.04,0.03,0.05,0.04,0.02,0.04,0.13,0.06,0.02,0.1,0.07,0.03,0.08,0.02,0.134291967333,0.00545700997595,24.6090749191
13,0.04,0.02,0.05,0.05,0.02,0.01,0.03,0.01,0.07,0.02,0.04,0.03,0.04,0.05,0.11,0.03,0.17,0.08,0.13,0.0977914701994,0.00666042976831,14.6824564782
14,0.11,0.09,0.07,0.07,0.03,0.01,0.04,0.04,0.14,0.03,0.02,0.02,0.02,0.12,0.08,0.03,0.05,0.01,0.02,0.117752800042,0.00590125895479,19.9538439076
15,0.01,0.03,0.05,0.03,0.02,0.1,0.05,0.04,0.08,0.06,0.04,0.02,0.09,0.02,0.08,0.14,0.02,0.11,0.01,0.106753300873,0.00597015542941,17.8811593996
16,0.12,0.01,0.1,0.09,0.02,0.09,0.03,0.03,0.06,0.03,0.03,0.03,0.02,0.1,0.02,0.01,0.05,0.13,0.03,0.0873002536532,0.00567272553566,15.3894725039
17,0.1,0.04,0.16,0.02,0.1,0.09,0.01,0.02,0.1,0.01,0.04,0.02,0.03,0.02,0.04,0.02,0.01,0.06,0.11,0.12399979187,0.00668229663738,18.556463234
18,0.03,0.11,0.01,0.04,0.06,0.04,0.01,0.04,0.1,0.05,0.04,0.19,0.01,0.08,0.08,0.01,0.03,0.06,0.01,0.180308398686,0.00549047264989,32.8402325599
19,0.05,0.03,0.03,0.05,0.02,0.08,0.12,0.02,0.02,0.02,0.02,0.13,0.04,0.09,0.03,0.07,0.06,0.07,0.05,0.151336618098,0.00521367799829,29.0268440337
20,0.01,0.07,0.03,0.1,0.04,0.01,0.01,0.06,0.02,0.03,0.05,0.01,0.1,0.06,0.07,0.08,0.11,0.1,0.04,0.0725569972947,0.00592196627733,12.2521800863
21,0.01,0.03,0.01,0.01,0.06,0.01,0.05,0.27,0.01,0.04,0.08,0.1,0.07,0.02,0.04,0.04,0.07,0.06,0.02,0.12993391668,0.00765780211544,16.9675208005
22,0.02,0.01,0.01,0.11,0.05,0.15,0.04,0.02,0.04,0.01,0.02,0.01,0.01,0.04,0.06,0.08,0.04,0.22,0.06,0.0677414320324,0.00605032965407,11.1963208462
23,0.01,0.07,0.02,0.06,0.03,0.01,0.03,0.06,0.05,0.08,0.08,0.11,0.05,0.03,0.04,0.04,0.12,0.1,0.01,0.129385289728,0.00581393492463,22.2543408904
24,0.07,0.03,0.01,0.07,0.01,0.04,0.14,0.01,0.01,0.03,0.02,0.07,0.05,0.01,0.09,0.12,0.08,0.11,0.03,0.133923862278,0.00543797634667,24.6275183525
25,0.04,0.04,0.06,0.03,0.03,0.1,0.07,0.14,0.02,0.01,0.11,0.04,0.01,0.02,0.02,0.09,0.03,0.01,0.13,0.129222499958,0.00705389899599,18.3193011456
26,0.13,0.06,0.05,0.03,0.03,0.05,0.08,0.02,0.03,0.05,0.06,0.11,0.09,0.05,0.04,0.06,0.01,0.03,0.02,0.159253974283,0.0050338453344,31.6366442956
27,0.04,0.06,0.01,0.09,0.01,0.08,0.01,0.04,0.04,0.04,0.13,0.02,0.07,0.12,0.06,0.06,0.02,0.01,0.09,0.0943872753257,0.00569693492771,16.5680802964
28,0.03,0.16,0.16,0.01,0.11,0.08,0.01,0.05,0.04,0.04,0.02,0.01,0.02,0.17,0.01,0.01,0.04,0.01,0.02,0.117643526402,0.00554773142715,21.2056996535
29,0.03,0.01,0.1,0.12,0.06,0.02,0.01,0.1,0.06,0.04,0.06,0.02,0.04,0.01,0.14,0.04,0.04,0.05,0.05,0.107245994726,0.00641260993224,16.724234884
30,0.08,0.05,0.01,0.04,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.1,0.11,0.26,0.05,0.01,0.09,0.04,0.04,0.102756643037,0.00491452302307,20.9087723376
31,0.04,0.02,0.11,0.01,0.01,0.04,0.03,0.06,0.01,0.06,0.14,0.11,0.04,0.02,0.04,0.08,0.01,0.01,0.16,0.158472131273,0.00675746986847,23.4514003551
32,0.04,0.03,0.13,0.01,0.01,0.07,0.11,0.14,0.02,0.07,0.04,0.09,0.02,0.08,0.01,0.01,0.04,0.07,0.01,0.138104206617,0.00609655801605,22.652815942
33,0.05,0.13,0.01,0.03,0.01,0.05,0.1,0.06,0.12,0.05,0.01,0.12,0.01,0.06,0.07,0.04,0.01,0.06,0.01,0.160285732505,0.00556930666657,28.7801951125
34,0.02,0.07,0.03,0.02,0.12,0.02,0.02,0.12,0.03,0.03,0.06,0.05,0.06,0.18,0.08,0.05,0.01,0.01,0.02,0.128348623456,0.00581259218278,22.0811334117
35,0.02,0.05,0.03,0.04,0.05,0.01,0.01,0.14,0.07,0.09,0.04,0.08,0.02,0.02,0.05,0.09,0.03,0.06,0.1,0.131493207833,0.00728191296855,18.0575088444
36,0.04,0.02,0.01,0.03,0.06,0.02,0.12,0.15,0.06,0.01,0.02,0.13,0.15,0.05,0.04,0.03,0.02,0.02,0.02,0.147703600878,0.00598416608272,24.682403335
37,0.11,0.01,0.01,0.04,0.01,0.03,0.03,0.07,0.01,0.02,0.06,0.02,0.1,0.09,0.03,0.13,0.08,0.01,0.14,0.097825311901,0.00651671384907,15.0114481266
38,0.05,0.05,0.12,0.02,0.06,0.02,0.06,0.05,0.01,0.17,0.01,0.02,0.07,0.03,0.04,0.04,0.05,0.02,0.11,0.123608664359,0.00656510544064,18.8281308619
39,0.03,0.09,0.01,0.04,0.04,0.01,0.09,0.04,0.01,0.05,0.06,0.2,0.01,0.04,0.05,0.01,0.03,0.12,0.07,0.175963252811,0.00544750811741,32.3016045169
40,0.02,0.1,0.01,0.03,0.03,0.02,0.01,0.01,0.07,0.05,0.04,0.02,0.01,0.12,0.1,0.03,0.08,0.15,0.1,0.083844154031,0.00613698328417,13.6621121728
41,0.01,0.06,0.14,0.08,0.02,0.01,0.02,0.02,0.04,0.02,0.06,0.05,0.02,0.15,0.02,0.01,0.14,0.03,0.1,0.100989625042,0.00618121901155,16.3381405598
42,0.05,0.03,0.04,0.04,0.05,0.02,0.05,0.01,0.03,0.02,0.21,0.18,0.04,0.01,0.01,0.02,0.14,0.02,0.03,0.188192042847,0.00576458695412,32.6462319581
43,0.06,0.02,0.19,0.06,0.05,0.03,0.15,0.01,0.01,0.01,0.04,0.1,0.03,0.01,0.08,0.03,0.05,0.01,0.06,0.17590346167,0.00550353080607,31.9619291447
44,0.01,0.1,0.03,0.03,0.04,0.08,0.02,0.07,0.08,0.01,0.05,0.02,0.15,0.01,0.05,0.03,0.06,0.01,0.15,0.0901751296238,0.0065573142254,13.7518390189
