,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.08,0.01,0.03,0.03,0.06,0.02,0.11,0.02,0.21,0.01,0.05,0.02,0.01,0.03,0.05,0.09,0.11,0.03,0.03,0.547110656732,0.00845147201836,64.7355461325
1,0.02,0.07,0.04,0.03,0.02,0.09,0.02,0.25,0.01,0.06,0.05,0.01,0.09,0.03,0.01,0.07,0.02,0.03,0.08,0.567454609914,0.00914061356952,62.0805819651
2,0.03,0.03,0.12,0.05,0.01,0.02,0.08,0.02,0.12,0.02,0.03,0.06,0.12,0.03,0.03,0.01,0.07,0.12,0.03,0.597345981685,0.00898133214979,66.5097305971
3,0.1,0.08,0.05,0.01,0.03,0.05,0.01,0.12,0.01,0.03,0.09,0.08,0.03,0.06,0.09,0.06,0.01,0.03,0.06,0.613557162412,0.00964878312857,63.589071724
4,0.05,0.02,0.08,0.01,0.12,0.01,0.16,0.08,0.03,0.03,0.02,0.03,0.03,0.16,0.04,0.01,0.02,0.03,0.07,0.555485160025,0.00931807549808,59.613721754
5,0.02,0.05,0.19,0.01,0.01,0.06,0.04,0.02,0.07,0.13,0.03,0.07,0.11,0.01,0.05,0.02,0.04,0.04,0.03,0.628522314501,0.00945482119991,66.4763829175
6,0.07,0.07,0.03,0.08,0.08,0.11,0.06,0.02,0.07,0.03,0.04,0.09,0.08,0.02,0.05,0.01,0.01,0.03,0.05,0.717923577385,0.00956791152612,75.0345125396
7,0.01,0.04,0.11,0.02,0.04,0.05,0.02,0.04,0.09,0.13,0.03,0.01,0.15,0.01,0.01,0.1,0.03,0.01,0.1,0.729793222745,0.0088833271335,82.1531405719
8,0.02,0.02,0.02,0.03,0.05,0.11,0.1,0.03,0.03,0.01,0.01,0.04,0.02,0.07,0.11,0.06,0.07,0.12,0.08,0.574254815196,0.00873129605035,65.7697106918
9,0.05,0.14,0.03,0.01,0.11,0.01,0.06,0.05,0.17,0.01,0.05,0.02,0.04,0.02,0.08,0.08,0.01,0.04,0.02,0.579923057596,0.00876666148084,66.1509582482
10,0.03,0.02,0.05,0.03,0.03,0.04,0.01,0.01,0.19,0.03,0.02,0.14,0.04,0.09,0.01,0.02,0.11,0.1,0.03,0.571293326995,0.00853342567598,66.9477122889
11,0.17,0.03,0.03,0.08,0.05,0.03,0.09,0.1,0.03,0.11,0.05,0.01,0.06,0.03,0.01,0.03,0.06,0.01,0.02,0.619023303668,0.00928305997459,66.6831093802
12,0.07,0.08,0.05,0.13,0.12,0.02,0.02,0.02,0.03,0.03,0.05,0.08,0.04,0.03,0.02,0.04,0.05,0.06,0.06,0.657421906495,0.00966407603445,68.02739384
13,0.05,0.03,0.13,0.01,0.02,0.02,0.03,0.03,0.01,0.21,0.01,0.05,0.01,0.08,0.07,0.05,0.11,0.03,0.05,0.52759186304,0.00884444371909,59.6523512158
14,0.05,0.05,0.09,0.06,0.05,0.08,0.04,0.04,0.08,0.04,0.02,0.07,0.01,0.03,0.09,0.04,0.02,0.12,0.02,0.546081201152,0.00895711966665,60.9661611628
15,0.01,0.01,0.03,0.14,0.02,0.02,0.01,0.05,0.01,0.1,0.07,0.04,0.09,0.07,0.09,0.06,0.11,0.04,0.03,0.643404547352,0.0091484209552,70.3295738689
16,0.01,0.03,0.02,0.01,0.16,0.01,0.03,0.06,0.1,0.08,0.01,0.1,0.03,0.03,0.12,0.02,0.09,0.01,0.08,0.708705579696,0.00910778997547,77.8131227888
17,0.01,0.01,0.03,0.01,0.02,0.05,0.06,0.02,0.02,0.04,0.05,0.14,0.02,0.14,0.01,0.08,0.16,0.1,0.03,0.539866869153,0.00865585893775,62.3701094294
18,0.07,0.09,0.03,0.04,0.12,0.05,0.03,0.04,0.06,0.1,0.07,0.02,0.03,0.03,0.05,0.03,0.07,0.06,0.01,0.58952227637,0.00882987341086,66.7645218611
19,0.02,0.03,0.15,0.07,0.11,0.01,0.03,0.01,0.03,0.01,0.06,0.1,0.04,0.01,0.06,0.12,0.01,0.06,0.07,0.685690415245,0.00980930277525,69.9020543004
20,0.02,0.11,0.04,0.06,0.03,0.09,0.03,0.03,0.02,0.1,0.06,0.02,0.14,0.05,0.1,0.03,0.04,0.02,0.01,0.683181688758,0.00919505589639,74.2988075826
21,0.05,0.04,0.14,0.19,0.02,0.05,0.01,0.01,0.01,0.06,0.16,0.02,0.09,0.03,0.03,0.02,0.03,0.01,0.03,0.629149858508,0.0107610257211,58.4656030769
22,0.07,0.05,0.06,0.03,0.1,0.01,0.09,0.01,0.01,0.15,0.02,0.03,0.01,0.01,0.01,0.27,0.04,0.02,0.01,0.634983683577,0.00866520653224,73.2796940516
23,0.04,0.03,0.02,0.01,0.04,0.05,0.05,0.05,0.05,0.2,0.01,0.13,0.14,0.01,0.03,0.02,0.04,0.07,0.01,0.76610116232,0.00862940620842,88.7779696328
24,0.13,0.01,0.06,0.03,0.21,0.11,0.01,0.06,0.03,0.07,0.02,0.05,0.02,0.03,0.02,0.03,0.01,0.09,0.01,0.701546275474,0.0094512452147,74.227920188
25,0.03,0.01,0.04,0.07,0.01,0.01,0.06,0.08,0.27,0.01,0.02,0.17,0.09,0.02,0.01,0.02,0.01,0.05,0.02,0.657614373221,0.00901472424484,72.9489172781
26,0.01,0.02,0.03,0.12,0.02,0.08,0.04,0.07,0.05,0.09,0.2,0.01,0.02,0.02,0.03,0.13,0.03,0.02,0.01,0.559478131706,0.00950931788046,58.8347280782
27,0.02,0.01,0.03,0.03,0.06,0.17,0.13,0.08,0.13,0.03,0.07,0.04,0.01,0.01,0.01,0.02,0.05,0.02,0.08,0.557942659054,0.0090948599734,61.3470312557
28,0.03,0.03,0.06,0.04,0.01,0.06,0.19,0.13,0.01,0.02,0.13,0.05,0.01,0.1,0.02,0.03,0.02,0.03,0.03,0.45702294454,0.00976124934642,46.8201280718
29,0.01,0.03,0.02,0.04,0.09,0.15,0.03,0.01,0.17,0.01,0.03,0.01,0.11,0.08,0.12,0.01,0.04,0.03,0.01,0.693386170923,0.00899223548824,77.1094320016
30,0.06,0.02,0.01,0.06,0.21,0.08,0.01,0.02,0.02,0.03,0.03,0.08,0.01,0.06,0.03,0.07,0.03,0.09,0.08,0.729035205418,0.00937113428879,77.7958337754
31,0.03,0.05,0.08,0.04,0.02,0.01,0.01,0.01,0.01,0.05,0.02,0.25,0.03,0.06,0.1,0.1,0.06,0.06,0.01,0.688139263922,0.00984405246877,69.9040629969
32,0.03,0.04,0.03,0.01,0.04,0.01,0.13,0.1,0.02,0.03,0.08,0.08,0.11,0.01,0.16,0.01,0.05,0.05,0.01,0.683601313739,0.00960863499562,71.1444772385
33,0.02,0.04,0.02,0.02,0.08,0.11,0.17,0.01,0.01,0.05,0.04,0.05,0.12,0.02,0.02,0.09,0.04,0.05,0.04,0.72347267539,0.00899358932407,80.4431522633
34,0.01,0.06,0.03,0.03,0.01,0.09,0.01,0.04,0.02,0.04,0.05,0.11,0.05,0.15,0.1,0.02,0.08,0.03,0.07,0.608724623756,0.00929898060608,65.4614359941
35,0.05,0.08,0.06,0.21,0.01,0.04,0.01,0.07,0.02,0.06,0.03,0.19,0.02,0.02,0.02,0.01,0.03,0.04,0.03,0.602397879925,0.0104953964308,57.3963912556
36,0.01,0.07,0.04,0.09,0.09,0.02,0.17,0.03,0.07,0.02,0.01,0.01,0.05,0.07,0.01,0.05,0.07,0.05,0.07,0.540292159013,0.00899683926038,60.0535525174
37,0.11,0.05,0.13,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.1,0.05,0.01,0.01,0.08,0.06,0.02,0.01,0.13,0.625608683639,0.0101364844448,61.7185067514
38,0.01,0.05,0.01,0.05,0.09,0.04,0.01,0.04,0.15,0.07,0.11,0.06,0.08,0.04,0.04,0.03,0.05,0.04,0.03,0.667655754879,0.0088011380973,75.8601612084
39,0.06,0.01,0.09,0.05,0.19,0.01,0.02,0.04,0.08,0.02,0.01,0.11,0.12,0.01,0.08,0.01,0.03,0.05,0.01,0.826062552372,0.00982815043005,84.0506622534
40,0.02,0.06,0.13,0.03,0.01,0.11,0.02,0.01,0.08,0.01,0.12,0.13,0.06,0.01,0.05,0.02,0.05,0.01,0.07,0.647911373067,0.0101873401301,63.5996604404
41,0.16,0.02,0.02,0.02,0.05,0.05,0.1,0.04,0.03,0.07,0.02,0.12,0.09,0.02,0.06,0.02,0.03,0.07,0.01,0.746936160553,0.00931032465588,80.2266503222
