,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.01,0.01,0.03,0.04,0.02,0.1,0.03,0.05,0.08,0.06,0.06,0.05,0.01,0.07,0.04,0.02,0.04,0.1,0.18,0.188936794363,0.00889730783093,21.2352767773
1,0.02,0.05,0.06,0.01,0.25,0.04,0.02,0.02,0.01,0.02,0.04,0.12,0.08,0.02,0.05,0.07,0.04,0.03,0.05,0.258638031571,0.00994701566496,26.0015707507
2,0.02,0.06,0.05,0.1,0.03,0.01,0.07,0.13,0.04,0.05,0.01,0.04,0.06,0.01,0.01,0.05,0.07,0.11,0.08,0.169781994658,0.00886373051783,19.1546882338
3,0.04,0.03,0.05,0.01,0.06,0.04,0.09,0.12,0.06,0.16,0.05,0.01,0.03,0.02,0.05,0.04,0.08,0.05,0.01,0.170978848671,0.00842253567043,20.3001632004
4,0.03,0.04,0.04,0.04,0.01,0.02,0.01,0.09,0.04,0.02,0.05,0.15,0.04,0.05,0.04,0.02,0.19,0.09,0.03,0.176280676964,0.00915077072294,19.264025108
5,0.01,0.04,0.09,0.07,0.03,0.05,0.01,0.06,0.01,0.2,0.11,0.03,0.02,0.03,0.05,0.01,0.09,0.03,0.06,0.174175556433,0.00915195300426,19.0315177921
6,0.02,0.13,0.1,0.02,0.08,0.02,0.02,0.06,0.03,0.05,0.09,0.05,0.02,0.01,0.05,0.09,0.1,0.02,0.04,0.170905483808,0.00936800978596,18.2435210587
7,0.05,0.01,0.08,0.07,0.01,0.04,0.03,0.18,0.04,0.03,0.1,0.01,0.04,0.08,0.08,0.02,0.07,0.03,0.03,0.161264155246,0.00952926241556,16.9230469488
8,0.03,0.01,0.01,0.01,0.03,0.01,0.05,0.04,0.03,0.08,0.12,0.11,0.11,0.06,0.03,0.13,0.05,0.02,0.07,0.238794966667,0.00913423389645,26.1428565739
9,0.05,0.1,0.01,0.08,0.02,0.05,0.01,0.04,0.15,0.03,0.01,0.1,0.02,0.03,0.02,0.05,0.15,0.01,0.07,0.181334893423,0.00887472065966,20.4327437873
10,0.02,0.07,0.13,0.05,0.02,0.02,0.07,0.02,0.04,0.01,0.14,0.02,0.01,0.05,0.03,0.2,0.04,0.03,0.03,0.164050226459,0.00944744429269,17.364508472
11,0.23,0.06,0.05,0.03,0.01,0.05,0.04,0.01,0.03,0.03,0.04,0.03,0.02,0.06,0.12,0.02,0.04,0.12,0.01,0.191702090614,0.0093401966382,20.5244169946
12,0.07,0.06,0.01,0.04,0.18,0.03,0.02,0.01,0.07,0.05,0.01,0.05,0.02,0.09,0.08,0.06,0.02,0.08,0.05,0.21639437097,0.0088604124317,24.422607033
