,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.08,0.01,0.05,0.01,0.08,0.04,0.07,0.01,0.07,0.08,0.05,0.04,0.04,0.1,0.06,0.09,0.04,0.05,0.03,0.63644479744,0.00864991225023,73.5781796426
1,0.01,0.07,0.01,0.04,0.06,0.13,0.02,0.06,0.16,0.02,0.01,0.01,0.13,0.06,0.03,0.06,0.08,0.02,0.02,0.653301725738,0.00853867726571,76.5108816516
2,0.05,0.04,0.03,0.01,0.02,0.02,0.05,0.09,0.07,0.03,0.01,0.01,0.05,0.05,0.11,0.03,0.2,0.09,0.04,0.506416203712,0.00840531841669,60.2494966409
3,0.02,0.09,0.02,0.04,0.11,0.01,0.03,0.01,0.13,0.07,0.07,0.03,0.05,0.01,0.09,0.07,0.03,0.08,0.04,0.639250306431,0.00854410947539,74.8176633589
4,0.14,0.06,0.03,0.03,0.13,0.02,0.02,0.04,0.03,0.02,0.01,0.03,0.01,0.01,0.05,0.01,0.06,0.19,0.11,0.614199114838,0.00899659329302,68.2701879292
5,0.06,0.01,0.1,0.01,0.06,0.04,0.02,0.13,0.13,0.08,0.06,0.01,0.04,0.01,0.01,0.03,0.01,0.07,0.12,0.578933655958,0.0088552261612,65.3776250792
6,0.06,0.01,0.08,0.03,0.05,0.09,0.1,0.06,0.11,0.02,0.1,0.05,0.02,0.02,0.02,0.03,0.11,0.03,0.01,0.531205811228,0.00922254898206,57.5985893121
7,0.03,0.09,0.01,0.08,0.05,0.01,0.01,0.12,0.07,0.02,0.07,0.11,0.07,0.01,0.03,0.02,0.05,0.04,0.11,0.656707455484,0.00962842496631,68.2050758854
8,0.03,0.04,0.09,0.02,0.01,0.06,0.15,0.04,0.11,0.02,0.04,0.01,0.14,0.05,0.01,0.08,0.07,0.02,0.01,0.608741246022,0.00890865933075,68.3314091853
9,0.07,0.08,0.07,0.19,0.01,0.07,0.01,0.12,0.07,0.04,0.08,0.02,0.02,0.01,0.02,0.05,0.03,0.02,0.02,0.498675594942,0.0098633341976,50.5585215863
10,0.04,0.05,0.07,0.03,0.04,0.06,0.07,0.01,0.17,0.01,0.01,0.04,0.01,0.05,0.05,0.05,0.17,0.05,0.02,0.476515758292,0.00850049679981,56.0574010572
11,0.03,0.02,0.03,0.02,0.09,0.04,0.05,0.13,0.03,0.01,0.01,0.09,0.12,0.03,0.05,0.1,0.02,0.06,0.07,0.75612210022,0.0091086927294,83.011044799
12,0.04,0.2,0.04,0.04,0.01,0.05,0.01,0.04,0.01,0.01,0.09,0.03,0.01,0.07,0.2,0.04,0.07,0.01,0.03,0.500064940975,0.0099611839205,50.2013560804
13,0.1,0.17,0.01,0.03,0.05,0.06,0.01,0.05,0.09,0.06,0.12,0.03,0.04,0.09,0.02,0.01,0.02,0.03,0.01,0.534815081499,0.00928286028875,57.6131779283
14,0.07,0.03,0.04,0.01,0.09,0.02,0.02,0.04,0.06,0.03,0.13,0.05,0.02,0.11,0.07,0.03,0.04,0.11,0.03,0.582764228109,0.00907601981276,64.2092282885
15,0.03,0.02,0.03,0.08,0.02,0.02,0.2,0.05,0.1,0.02,0.02,0.08,0.06,0.08,0.01,0.07,0.07,0.03,0.01,0.552610843932,0.00897216356215,61.5917041753
16,0.16,0.11,0.04,0.05,0.02,0.07,0.07,0.01,0.05,0.06,0.02,0.01,0.04,0.05,0.1,0.03,0.01,0.07,0.03,0.583785939122,0.00912445263157,63.9803791739
17,0.01,0.03,0.12,0.04,0.04,0.02,0.05,0.19,0.01,0.05,0.11,0.08,0.02,0.03,0.05,0.01,0.01,0.08,0.05,0.505571580443,0.00981119830123,51.5300542218
18,0.06,0.09,0.01,0.03,0.11,0.04,0.01,0.05,0.04,0.09,0.02,0.05,0.06,0.02,0.04,0.03,0.08,0.02,0.15,0.706799354336,0.00912974270547,77.4172259983
19,0.16,0.05,0.01,0.01,0.1,0.06,0.02,0.02,0.05,0.05,0.07,0.06,0.11,0.01,0.08,0.01,0.09,0.03,0.01,0.783557677385,0.00948451842147,82.6143872114
20,0.12,0.01,0.03,0.01,0.11,0.04,0.06,0.01,0.08,0.06,0.01,0.01,0.03,0.02,0.01,0.23,0.06,0.05,0.05,0.685051024005,0.0084434224705,81.134282502
21,0.02,0.14,0.04,0.01,0.03,0.04,0.07,0.05,0.01,0.04,0.01,0.12,0.13,0.02,0.05,0.11,0.01,0.05,0.05,0.717286558213,0.00921210304173,77.8634970716
22,0.02,0.05,0.07,0.12,0.02,0.02,0.01,0.25,0.09,0.01,0.06,0.01,0.02,0.06,0.03,0.05,0.08,0.01,0.02,0.416443672485,0.00948940150064,43.8851356913
23,0.04,0.01,0.01,0.15,0.01,0.01,0.03,0.11,0.04,0.06,0.06,0.22,0.08,0.05,0.03,0.01,0.01,0.02,0.05,0.735701472474,0.0103216389361,71.2775826618
24,0.01,0.04,0.03,0.04,0.09,0.1,0.03,0.01,0.04,0.02,0.14,0.05,0.01,0.05,0.1,0.01,0.06,0.02,0.15,0.657783171139,0.00998340376988,65.8876658003
25,0.06,0.05,0.02,0.07,0.02,0.12,0.02,0.2,0.17,0.03,0.07,0.02,0.01,0.01,0.01,0.04,0.05,0.02,0.01,0.467437989911,0.00893591833295,52.310011405
26,0.02,0.03,0.06,0.21,0.03,0.01,0.13,0.02,0.06,0.11,0.03,0.02,0.01,0.04,0.02,0.1,0.02,0.06,0.02,0.506115383197,0.00929267632716,54.4638988144
27,0.01,0.01,0.02,0.03,0.02,0.12,0.03,0.12,0.02,0.08,0.02,0.04,0.07,0.08,0.06,0.17,0.05,0.01,0.04,0.641324496799,0.00863054843008,74.3086609148
28,0.05,0.01,0.03,0.14,0.02,0.03,0.18,0.04,0.02,0.04,0.01,0.02,0.16,0.04,0.07,0.02,0.04,0.01,0.07,0.731655734876,0.00984325474386,74.3306715019
29,0.3,0.03,0.08,0.07,0.04,0.02,0.05,0.01,0.07,0.01,0.03,0.03,0.1,0.01,0.04,0.04,0.01,0.05,0.01,0.746790462444,0.010020761361,74.5243236057
30,0.01,0.1,0.08,0.05,0.02,0.04,0.08,0.09,0.01,0.05,0.02,0.08,0.01,0.02,0.01,0.12,0.02,0.02,0.17,0.565317260414,0.00950466018776,59.4779033912
31,0.06,0.16,0.07,0.01,0.02,0.01,0.1,0.04,0.06,0.02,0.01,0.01,0.03,0.02,0.18,0.08,0.01,0.1,0.01,0.500449819649,0.00906110187614,55.2305698015
32,0.01,0.05,0.02,0.09,0.01,0.03,0.2,0.03,0.06,0.04,0.06,0.03,0.02,0.03,0.08,0.04,0.08,0.02,0.1,0.529935157621,0.00943608470171,56.1604918113
33,0.06,0.02,0.08,0.18,0.04,0.01,0.1,0.06,0.07,0.01,0.06,0.03,0.01,0.02,0.02,0.08,0.13,0.01,0.01,0.49890538061,0.00975059263244,51.1666725723
34,0.11,0.14,0.02,0.03,0.01,0.04,0.01,0.06,0.12,0.02,0.04,0.06,0.01,0.12,0.01,0.01,0.07,0.08,0.04,0.457772926012,0.00887146346193,51.6006099756
35,0.08,0.01,0.02,0.07,0.04,0.1,0.07,0.07,0.02,0.04,0.08,0.07,0.03,0.07,0.02,0.11,0.04,0.04,0.02,0.616753973077,0.00914374072759,67.4509472055
