,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.05,0.08,0.08,0.01,0.01,0.01,0.03,0.06,0.01,0.19,0.03,0.07,0.15,0.02,0.04,0.01,0.04,0.06,0.05,0.220604014528,0.00646469390578,34.1244330735
1,0.02,0.05,0.05,0.05,0.04,0.08,0.15,0.01,0.04,0.15,0.01,0.02,0.01,0.09,0.03,0.01,0.14,0.03,0.02,0.23724542437,0.00493482832194,48.0757199426
2,0.12,0.02,0.09,0.04,0.01,0.08,0.07,0.04,0.01,0.02,0.09,0.01,0.01,0.16,0.04,0.04,0.02,0.04,0.09,0.19822750744,0.00586126988344,33.8198908055
3,0.02,0.01,0.11,0.07,0.03,0.04,0.02,0.1,0.01,0.04,0.01,0.16,0.04,0.05,0.05,0.04,0.04,0.15,0.01,0.267513204967,0.0065882241438,40.6047516187
4,0.08,0.03,0.01,0.05,0.06,0.07,0.04,0.1,0.09,0.02,0.02,0.01,0.01,0.04,0.04,0.16,0.03,0.06,0.08,0.217158966245,0.00537001142797,40.4392000199
5,0.09,0.03,0.04,0.1,0.02,0.07,0.02,0.05,0.01,0.07,0.03,0.07,0.04,0.02,0.04,0.1,0.12,0.06,0.02,0.231627446548,0.00592232945359,39.1108681749
6,0.01,0.01,0.17,0.01,0.01,0.12,0.04,0.02,0.01,0.02,0.02,0.05,0.02,0.11,0.07,0.17,0.07,0.06,0.01,0.261492562084,0.00570343958684,45.8482216041
7,0.04,0.11,0.01,0.2,0.01,0.1,0.03,0.03,0.05,0.06,0.04,0.01,0.01,0.03,0.1,0.06,0.05,0.02,0.04,0.172820779684,0.00602735970335,28.6727171083
8,0.01,0.05,0.02,0.02,0.01,0.1,0.03,0.06,0.07,0.09,0.07,0.05,0.05,0.15,0.02,0.06,0.06,0.02,0.06,0.211892707002,0.00543290024536,39.0017665395
9,0.02,0.02,0.02,0.01,0.05,0.01,0.03,0.03,0.02,0.1,0.06,0.12,0.01,0.12,0.1,0.21,0.01,0.04,0.02,0.351827521098,0.00569789114487,61.7469713183
10,0.1,0.09,0.03,0.01,0.02,0.19,0.01,0.02,0.03,0.05,0.03,0.02,0.05,0.07,0.11,0.01,0.01,0.07,0.08,0.200630231748,0.00594870107386,33.7267294585
11,0.1,0.05,0.03,0.09,0.05,0.04,0.13,0.06,0.07,0.12,0.01,0.09,0.01,0.03,0.02,0.02,0.01,0.03,0.04,0.297359021832,0.00577712895895,51.4717645988
12,0.03,0.05,0.04,0.11,0.03,0.08,0.04,0.05,0.06,0.15,0.01,0.05,0.02,0.06,0.16,0.01,0.02,0.02,0.01,0.247762016648,0.00568790251595,43.5594695854
13,0.03,0.04,0.07,0.06,0.07,0.02,0.1,0.05,0.14,0.05,0.08,0.05,0.06,0.05,0.05,0.04,0.02,0.01,0.01,0.271324685842,0.00569596124033,47.634573761
14,0.07,0.04,0.02,0.06,0.02,0.02,0.04,0.05,0.06,0.03,0.1,0.03,0.03,0.01,0.24,0.02,0.09,0.02,0.05,0.250070796679,0.00615905804851,40.6021171922
15,0.01,0.04,0.05,0.05,0.03,0.05,0.04,0.02,0.14,0.05,0.01,0.21,0.07,0.01,0.03,0.04,0.06,0.04,0.05,0.354762089426,0.00702783941646,50.4795383622
16,0.04,0.11,0.05,0.1,0.01,0.01,0.03,0.08,0.02,0.03,0.07,0.03,0.01,0.03,0.06,0.05,0.08,0.11,0.08,0.166525893562,0.00585674502298,28.4331813846
17,0.06,0.03,0.03,0.02,0.04,0.08,0.01,0.06,0.06,0.02,0.2,0.01,0.23,0.06,0.01,0.02,0.01,0.04,0.01,0.148196340015,0.00759955598259,19.5006577167
18,0.01,0.05,0.01,0.15,0.01,0.03,0.01,0.13,0.01,0.03,0.04,0.01,0.11,0.1,0.11,0.07,0.02,0.03,0.07,0.119450684476,0.00644471854818,18.5346626983
19,0.11,0.04,0.02,0.03,0.1,0.07,0.02,0.08,0.05,0.04,0.1,0.07,0.01,0.01,0.01,0.01,0.03,0.13,0.07,0.242874092909,0.00612535865336,39.6505913618
20,0.07,0.09,0.01,0.09,0.05,0.04,0.02,0.01,0.07,0.04,0.03,0.01,0.12,0.02,0.09,0.01,0.05,0.04,0.14,0.157573556764,0.00682548714314,23.086052828
21,0.01,0.01,0.1,0.06,0.01,0.07,0.03,0.07,0.03,0.07,0.01,0.02,0.04,0.04,0.03,0.04,0.02,0.31,0.03,0.0935402170407,0.0055507848535,16.8517100751
22,0.01,0.09,0.05,0.01,0.03,0.05,0.05,0.03,0.02,0.12,0.02,0.19,0.02,0.06,0.03,0.05,0.12,0.02,0.03,0.371357125086,0.00627983962708,59.1348103038
23,0.03,0.08,0.06,0.04,0.05,0.09,0.13,0.06,0.06,0.01,0.07,0.02,0.08,0.07,0.01,0.02,0.06,0.03,0.03,0.212680825707,0.00561968942157,37.8456547599
24,0.13,0.04,0.01,0.01,0.07,0.07,0.07,0.05,0.01,0.06,0.08,0.08,0.03,0.09,0.02,0.02,0.03,0.07,0.06,0.272783567069,0.00592635889952,46.0288638765
25,0.15,0.05,0.02,0.04,0.01,0.08,0.08,0.01,0.09,0.09,0.08,0.04,0.01,0.02,0.04,0.05,0.03,0.02,0.09,0.265060514208,0.00584368088496,45.3584854181
26,0.07,0.06,0.02,0.07,0.01,0.09,0.01,0.02,0.03,0.11,0.02,0.02,0.03,0.14,0.01,0.03,0.09,0.06,0.11,0.151966641762,0.00559152227329,27.1780446065
27,0.01,0.02,0.03,0.17,0.08,0.01,0.12,0.02,0.01,0.03,0.04,0.06,0.03,0.03,0.07,0.04,0.14,0.07,0.02,0.226162781912,0.00622208539922,36.3483892298
28,0.08,0.07,0.01,0.04,0.03,0.04,0.05,0.03,0.14,0.02,0.07,0.05,0.04,0.13,0.01,0.03,0.04,0.09,0.03,0.203108926153,0.00520478211771,39.0235213616
29,0.01,0.12,0.01,0.11,0.03,0.03,0.01,0.01,0.01,0.01,0.04,0.16,0.11,0.09,0.12,0.02,0.04,0.05,0.02,0.271464611828,0.00708922926618,38.2925423393
30,0.02,0.04,0.05,0.07,0.07,0.02,0.03,0.06,0.01,0.1,0.04,0.04,0.01,0.08,0.01,0.05,0.04,0.05,0.21,0.196712150711,0.00685193156302,28.7090069277
31,0.07,0.03,0.06,0.03,0.03,0.02,0.05,0.06,0.09,0.04,0.01,0.02,0.03,0.02,0.04,0.05,0.11,0.17,0.07,0.165215026439,0.00529284613382,31.2147797729
32,0.02,0.02,0.06,0.01,0.09,0.02,0.21,0.12,0.03,0.05,0.02,0.06,0.06,0.01,0.09,0.01,0.08,0.02,0.02,0.30832773033,0.00588974547247,52.3499244188
33,0.06,0.11,0.02,0.02,0.01,0.08,0.09,0.07,0.03,0.14,0.03,0.17,0.01,0.01,0.01,0.03,0.05,0.02,0.04,0.363256228961,0.00618331966065,58.7477680109
34,0.03,0.01,0.03,0.01,0.1,0.07,0.03,0.12,0.02,0.03,0.02,0.05,0.01,0.05,0.08,0.03,0.1,0.06,0.15,0.231128491153,0.00647170478724,35.7136950389
35,0.05,0.02,0.01,0.1,0.01,0.04,0.06,0.03,0.14,0.02,0.03,0.05,0.12,0.02,0.04,0.01,0.03,0.19,0.03,0.132436592888,0.00601908750996,22.0027691355
36,0.08,0.03,0.07,0.14,0.06,0.06,0.03,0.07,0.04,0.02,0.04,0.04,0.07,0.12,0.01,0.01,0.09,0.01,0.01,0.180829979698,0.00612774804706,29.5100220031
37,0.05,0.02,0.01,0.01,0.22,0.08,0.03,0.02,0.02,0.01,0.07,0.13,0.05,0.03,0.05,0.02,0.14,0.03,0.01,0.366511459211,0.0070412336498,52.0521654925
38,0.03,0.07,0.02,0.01,0.02,0.05,0.01,0.03,0.06,0.13,0.02,0.02,0.06,0.05,0.01,0.05,0.26,0.06,0.04,0.176580416924,0.00502902683552,35.1122439191
39,0.12,0.19,0.05,0.02,0.1,0.02,0.02,0.03,0.11,0.06,0.02,0.01,0.01,0.08,0.03,0.01,0.05,0.05,0.02,0.234072864037,0.0050038524685,46.7785302447
40,0.04,0.02,0.02,0.11,0.03,0.11,0.08,0.16,0.01,0.05,0.03,0.02,0.04,0.12,0.02,0.03,0.08,0.01,0.02,0.1696876242,0.00560093210738,30.2963187103
41,0.03,0.04,0.02,0.04,0.01,0.05,0.1,0.04,0.02,0.14,0.01,0.16,0.03,0.05,0.02,0.05,0.03,0.13,0.03,0.305072838533,0.00590487071953,51.6646092732
42,0.09,0.01,0.01,0.1,0.01,0.04,0.02,0.08,0.06,0.04,0.09,0.09,0.09,0.02,0.1,0.08,0.02,0.02,0.03,0.253021610792,0.00667833245862,37.8869444371
43,0.02,0.02,0.02,0.08,0.02,0.09,0.02,0.01,0.09,0.04,0.09,0.18,0.04,0.1,0.02,0.02,0.12,0.01,0.01,0.316205325226,0.00673773563181,46.930503437
44,0.01,0.05,0.16,0.07,0.05,0.04,0.02,0.04,0.02,0.12,0.01,0.03,0.14,0.05,0.03,0.06,0.01,0.06,0.03,0.188207015701,0.00642663134445,29.2854849786
45,0.02,0.02,0.03,0.08,0.03,0.07,0.04,0.03,0.1,0.01,0.03,0.01,0.12,0.09,0.01,0.08,0.09,0.06,0.08,0.135838947932,0.00598149422123,22.7098686227
46,0.02,0.01,0.11,0.21,0.12,0.06,0.02,0.08,0.03,0.04,0.02,0.04,0.02,0.03,0.03,0.01,0.02,0.09,0.04,0.17650047813,0.00670314634391,26.330989818
47,0.01,0.06,0.02,0.01,0.12,0.05,0.05,0.01,0.01,0.01,0.17,0.06,0.09,0.02,0.02,0.02,0.04,0.09,0.14,0.235532645003,0.00724201230024,32.5230937533
48,0.09,0.05,0.13,0.02,0.05,0.03,0.09,0.09,0.07,0.01,0.03,0.03,0.03,0.07,0.03,0.02,0.03,0.04,0.09,0.231792746016,0.0058839989333,39.393743718
49,0.11,0.04,0.05,0.02,0.04,0.03,0.05,0.13,0.09,0.05,0.09,0.04,0.01,0.01,0.03,0.09,0.04,0.07,0.01,0.253668392116,0.00540340506146,46.9460255582
50,0.09,0.03,0.04,0.07,0.02,0.05,0.01,0.02,0.05,0.24,0.01,0.03,0.08,0.03,0.04,0.01,0.05,0.11,0.02,0.181098725051,0.00553681265554,32.7081186086
51,0.02,0.03,0.04,0.02,0.04,0.01,0.1,0.08,0.1,0.05,0.13,0.09,0.02,0.04,0.01,0.06,0.04,0.08,0.04,0.280413737939,0.00572596202865,48.9723362704
52,0.02,0.11,0.02,0.02,0.09,0.01,0.02,0.11,0.01,0.02,0.1,0.04,0.01,0.02,0.01,0.08,0.21,0.08,0.02,0.224470169633,0.00536385959421,41.8486289007
