,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.02,0.11,0.01,0.02,0.07,0.18,0.04,0.02,0.01,0.01,0.06,0.05,0.02,0.05,0.06,0.05,0.02,0.06,0.14,0.116834110053,0.00592789369529,19.7092114094
1,0.1,0.07,0.02,0.01,0.05,0.06,0.07,0.06,0.05,0.07,0.05,0.1,0.02,0.06,0.05,0.01,0.04,0.01,0.1,0.148741557727,0.00586093178411,25.3784830136
2,0.02,0.1,0.02,0.03,0.08,0.08,0.06,0.04,0.01,0.03,0.02,0.01,0.02,0.04,0.08,0.02,0.03,0.2,0.11,0.0757637732195,0.00612806099665,12.3634169537
3,0.1,0.01,0.01,0.03,0.01,0.01,0.11,0.12,0.03,0.04,0.04,0.03,0.06,0.01,0.02,0.13,0.01,0.08,0.15,0.101107022656,0.00722657868951,13.9909944941
4,0.05,0.18,0.06,0.01,0.07,0.01,0.12,0.01,0.07,0.13,0.04,0.05,0.01,0.01,0.01,0.06,0.02,0.03,0.06,0.150252264037,0.0061380502382,24.4788260452
5,0.04,0.07,0.07,0.03,0.03,0.17,0.02,0.05,0.01,0.01,0.02,0.08,0.03,0.12,0.1,0.01,0.07,0.02,0.05,0.121788381191,0.00508583262732,23.9465963817
6,0.06,0.01,0.04,0.13,0.03,0.04,0.03,0.03,0.01,0.07,0.02,0.05,0.03,0.01,0.05,0.07,0.07,0.12,0.13,0.0881354547017,0.00659650610794,13.3609297497
7,0.01,0.09,0.08,0.16,0.02,0.04,0.01,0.13,0.06,0.02,0.01,0.02,0.03,0.07,0.06,0.02,0.12,0.03,0.02,0.0699712360297,0.00630767236787,11.0930359012
8,0.08,0.02,0.05,0.1,0.04,0.05,0.02,0.01,0.03,0.07,0.06,0.04,0.17,0.06,0.07,0.04,0.03,0.05,0.01,0.0903335415721,0.00515804061337,17.5131505049
9,0.08,0.01,0.23,0.01,0.01,0.06,0.11,0.04,0.03,0.02,0.03,0.04,0.05,0.04,0.06,0.01,0.07,0.06,0.04,0.124119139088,0.00578902640396,21.4404168208
