,AOS,BP,CELG,EVR,FB,GOOGL,HSBC,INTC,JNJ,LMT,LPX,LRCX,MASI,MRK,MSFT,RTN,SPY,T,THO,portfolioreturn,portfoliostandarddeviation,returnoverrisk
0,0.04,0.07,0.03,0.05,0.1,0.05,0.01,0.12,0.04,0.02,0.07,0.07,0.05,0.05,0.04,0.04,0.06,0.05,0.04,0.117694580318,0.00622331399499,18.9118820637
1,0.07,0.07,0.11,0.02,0.02,0.1,0.02,0.1,0.03,0.02,0.11,0.02,0.02,0.07,0.01,0.01,0.02,0.08,0.1,0.0900459945417,0.00645024064741,13.960098462
2,0.01,0.04,0.13,0.03,0.04,0.01,0.03,0.03,0.09,0.11,0.02,0.16,0.13,0.06,0.04,0.02,0.03,0.01,0.01,0.156154043738,0.00562842234111,27.7438390857
3,0.06,0.03,0.04,0.08,0.05,0.03,0.12,0.09,0.03,0.02,0.06,0.07,0.03,0.01,0.03,0.12,0.01,0.04,0.08,0.136694162584,0.00635873397936,21.497072063
4,0.08,0.02,0.03,0.11,0.11,0.01,0.01,0.06,0.04,0.03,0.05,0.07,0.04,0.1,0.01,0.05,0.05,0.08,0.05,0.106234106463,0.00608487347851,17.4587206847
5,0.08,0.03,0.01,0.02,0.01,0.02,0.01,0.02,0.15,0.09,0.02,0.05,0.03,0.04,0.03,0.02,0.26,0.09,0.02,0.0956210174309,0.00702411229385,13.6132529536
6,0.01,0.02,0.11,0.12,0.08,0.09,0.15,0.06,0.07,0.04,0.07,0.01,0.01,0.01,0.01,0.04,0.05,0.01,0.04,0.1226535908,0.00621540259604,19.7338127185
7,0.03,0.09,0.15,0.07,0.01,0.03,0.06,0.06,0.19,0.01,0.04,0.01,0.01,0.1,0.02,0.02,0.01,0.03,0.06,0.0936017276198,0.00681793541917,13.728749521
8,0.03,0.12,0.07,0.12,0.02,0.07,0.04,0.01,0.01,0.01,0.01,0.09,0.25,0.02,0.01,0.01,0.02,0.02,0.07,0.0825510660192,0.00530653888441,15.556479999
9,0.2,0.02,0.15,0.08,0.02,0.04,0.08,0.03,0.02,0.01,0.08,0.05,0.05,0.04,0.02,0.01,0.01,0.01,0.08,0.12747799975,0.00564373068412,22.587541271
10,0.08,0.04,0.02,0.01,0.09,0.03,0.12,0.02,0.06,0.07,0.1,0.06,0.01,0.08,0.03,0.02,0.1,0.05,0.01,0.14522349533,0.00561901225657,25.8450219894
11,0.06,0.01,0.05,0.01,0.09,0.02,0.04,0.13,0.02,0.08,0.01,0.05,0.07,0.1,0.14,0.03,0.01,0.04,0.04,0.122294154646,0.00599068365976,20.4140564903
